URLs,Class
avweb.com/avwebflash/fbo/FBOOfTheWeek_MillionAir_BobHopeAirportKBUR_BurbankCalifornia_205690-1.html?CMP=OTC-RSS,good
economicexpert.com/a/Ramzi:Yousef.htm,good
rentalo.com/64648/sheratonmidwest.html,good
museumspot.com/cities/kansascity.htm,good
music.aol.com/video/ea-ski-please-remix/ea-ski/adam:9515875,good
ftb2codes.darkbb.com/t1122-watch-full-film-of-transformers-3-online,good
abc.go.com/shows/modern-family,good
soundcloud.com/r_co/nd-baumecker-live-berghain-berlin-26-08-2009,good
letrascanciones.mp3lyrics.org/b/beyonce/single-ladies-put/,good
danliterature.wordpress.com/william-faulkner-light-in-august/william-faulkner-uncle-willy/,good
publishingcentral.com/subject.html?sid=1015&si=1,good
flashspots.info/,bad
royalairmaroc.com/Marchand/Eng/Home.jsp,good
it.zibb.com/trademark/s+%26+s+coach+company/29542713,good
mma-core.com/events/_SB_2_SuperBrawl_2?eid=16475,good
manta.com/c/mtkf21t/william-van-horn-attorney,good
beauty-plus.co.uk/cli/https:/atendimento/chamada.php?=0AB1E2TF87VXJA2F1F1M7D2JBICKVPE6ZP7DQZTY7PVQZX6ZD7MJJO4V7GF36T86JEI0DB9J25012F1ELMY6A21HIGKNASST7B3JNB4OFDPGSPVECTKNVK5E2P2BHU5N788UIAJXN9EGY0VA4FYZ14D3SFD0AIWHP5C9EV635JJ4TFDXVCXWFAY8QBG2TDIJHURWQXZVHJYBYC9TO6P4GOA8ZR9T6QDNL5JC3J8J36U1I3U79K0P9KW9B53HVF5HKNTM726081AP45VBP62YPX8230IXPNFAB0WHA3RH328763IV9JTXH1ZJAIHZ6W0G67YG0QXBR5HX81SFJMD1NDJXV2X2Y8I4DHKM8HYYMGVUGO01AN1X1KVVMSXKZFODW914QY3CFY8WMGWX4XU5HPZ5IXOHDCU0KVDBUGN0EU71B4XF1SJIIJM1GAIUND499HJ3X8CB3ICDLATL3D5LWQLD258OHBWPTGSQN53,bad
secure.square-enix.com.oauth-oa-login-ersh.usa.cc/,bad
vulturesociety.homestead.com/Attract.html,good
illinoisobserver.org/2010/04/28/illinois-budget-governor-pat-quinn-jerry-stermer-meet-with-conference-of-women-legislators-on-mental-health-other-issues/,good
sweetbfolkart.blogspot.com/,good
new.sunrayclick.com/gvHCL46959308/Kt7m2028-dfzj1676-R3JXH.html,bad
down.ancamera.co.kr/file/4.1/ancamera5.exe,bad
today.smashits.com/fanny-brice.html,good
wieselflinkpro.gmxhome.de/flwbgnvu,bad
carthagepress.com/news/x1176009818/Route-66-in-the-Missouri-Ozarks,good
youtube.com/watch?v=6Si8efDVb28,good
britannica.com/EBchecked/topic/681290/Best-Foreign-Language-Film,good
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/ainput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@aol.com,bad
yachts-interior.com/tag/christina-o/,good
bioguide.congress.gov/scripts/biodisplay.pl?index=K000078,good
findadeath.com/Deceased/c/criswell/criswell.htm,good
sport-grace.by/5g4f3,bad
en.wikipedia.org/wiki/Nuns%27_Island,good
cim.mcgill.ca/~ferrie/,good
creditpp.pagesperso-orange.fr/refund.htm,bad
namesdatabase.com/schools/CA/ON/Plantagenet/Ecole%20Sec%20Plantagenet,good
donmitchellcbeqc.blogspot.com/,good
facebook.com/pages/Heenan-Blaikie/113519968658426,good
startrekofgodsandmen.com/main/,good
companydatabase.org/c/title-companies/county-title-company/commercial-title/abstract-title-company/,good
sejarchive.org/confer/balt/speakers.htm,good
richerditlafleche.org/bd/en/f196.html,good
doctorksa.com/app/webroot/js/Successful%20niqqa.html,bad
usanationals.net/,good
thirdstringgoalie.blogspot.com/2010/09/1994-95-vancouver-canucks-sergio.html,good
freepages.genealogy.rootsweb.ancestry.com/~snaylor/GatineauCity/Hull/NotreDame/SectO/NOTREDAMEO.HTM,good
mediafire.com/?lf10zmitecx,good
ca.linkedin.com/directory/people/ca/sherrard.html,good
ezinearticles.com/?Where-to-Find-Fair-Trade-and-USA-Made-Jeans&id=2950912,good
scribd.com/doc/53988545/The-Transactor-V9-04-1989-Apr,good
amazon.com/Come-See-VHS-Aleksei-Kravchenko/dp/6301884337,good
absoluteastronomy.com/topics/MusiquePlus,good
lateniteliquid.co.uk/,good
organizationfraternal.com/detail/7560/masonic-temple.html,good
answers.com/topic/diego-maradona,good
healpth.com/doctors/lynne-gibeau-133606/,good
wealthymanagers.info/dropb/verification.php,bad
surf-canyon-for-firefox.soft32.com/,good
lyricsty.com/land-of-talk-lyrics.html,good
hyundaitanphu.vn/wp-content/themes/bazar/theme/templates/portfolios/simply/css/submit/,bad
snagajob.com/jobs/Arkansas/Trumann_jobs.html,good
donttearmedown.com/,good
veromi.com/Jeff-Braley.aspx,good
obits.nj.com/obituaries/trenton/obituary.aspx?n=william-sylvester-warner-bill&pid=153618477,good
facebook.com/pages/VOX-Inc/440730785695,good
interment.net/us/oh/allen.htm,good
jumeioo.com/845yfgh,bad
shadowhealing.com/,good
spokeo.com/Michael+Lavoie,good
carlos-teran.deviantart.com/,good
beta-net.lt/htfpant,bad
ropeofsilicon.com/celebrity/madeleine_sherwood/,good
ca.linkedin.com/in/benoitgroulx,good
suhornets.com/information/directory/bios/edwards_wayne?tmpl=/information/directory/bio-template,good
myendlessholidays.com/,good
youtube.com/watch?v=Sr43EG0ksFM,good
biomedexperts.com/Profile.bme/1420009/Isabelle_Tillie-Leblond,good
webconncheck.myfw.us:8080/8xrss.php,bad
amazon.com/What-Were-Once-Vices-Habits/dp/B000002KF4,good
www.weddedwonderland.com/real-wedding-melanie-and-jonathan,bad
myspace.com/piperpaulmartin,good
seattle.gov/,good
whosdatedwho.com/tpx_146499/kelly-craig/,good
music.yahoo.com/four-tones/,good
thefightworkspodcast.com/2009/09/15/american-bjj-national-championship/,good
vitals.com/doctors/Dr_William_B_Baker.html,good
frenchcottages.com/your-home-in-provence.html,good
democraticunderground.com/discuss/duboard.php?az=view_all&address=389x90235,good
lyricx.dingexx.com/2009/02/19/shirtless-actor-paul-logan/,good
beauty-plus.co.uk/cli/https:/atendimento/chamada.php?=wi9knaeww288mth2qvz0rhznie1c0qd69mpww5tt711suhulcuu5buru0r8iikor7eo4ihwohxgbfawr5rwgmobvgidy42pafddyuamc83omdleidayzzauft9dwa47qhkobuao2ccoqy39bd8ach5sac68m0edqy23sbquo4ie2lmczumcbr5m50urj95076byg3t67bj8x7kw189cycy4mtu62zf95q7lt1qzba89gr6gydsxpr1bkuhmuwuzn2kh2bgdmnm3frjd5cau4b7o7na1j6z87ko8w6lit8l9y5l4hwxk840drkebpdiwx75ubpc5wydv3zzjvw54,bad
voices.washingtonpost.com/redskinsinsider/defensive-lineman-kedric-golst.html,good
equiterre.org/en/about,good
lyricsmode.com/lyrics/p/planet_smashers/,good
notlame.com/hoovertracklisting.htm,good
realestate.nj.com/,good
amazon.com/Knock-Wood-Danny-Kaye/dp/B003UMW67K,good
randomhouse.ca/catalog/display.pperl?isbn=9781590171844,good
cmaq.net/en/node/44460,good
wn.com/artillery,good
marksmannet.com/GUNSMOKE/GunsmokeTGAW/Marks-Stuff/Gunsmoke/GunsmokeActors/index.htm,good
classicfilm.about.com/od/classicmoviereviews/tp/1950s-Best-Picture-Oscar-Wins.htm,good
historyforkids.org/,good
pipl.com/directory/name/Haynes/Adeline,good
superpages.com/bp/Selma-CA/Diamond-Logistics-L2133187921.htm,good
en.wikipedia.org/wiki/Edward_Wentworth_Beatty,good
room2store.com/warehouse/multi_warehouse.php,good
robotcombat.com/backlash.html,good
new.fr.music.yahoo.com/frank-sinatra/tracks/,good
diamond-integration.com/,good
youtube.com/watch?v=EUV8GtV_ieA,good
topics.nytimes.com/topics/reference/timestopics/people/a/louise_arbour/index.html,good
generalhospital.about.com/b/2011/06/16/a-happy-tweet-from-leslie-charleson.htm,good
absoluteastronomy.com/topics/Alistair_McGowan,good
nme.com/artists/foxboro-hot-tubs,good
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-2530,good
allreaders.com/topics/Topic_10092.asp,good
oaklandcaliforniarealestate.biz/,good
joesblueberries.com/,good
bargainmoose.ca/via-rail-canada-60-discount/,good
paperretriever.com/,good
newsgroups.derkeiler.com/Archive/Rec/rec.music.folk/2005-11/msg00008.html,good
arturohoteles.com/,good
hockeyfights.com/fights/70308,good
brokenshadows.net/e107/e107_themes/crahan/languages/applyGTSource.php,bad
worthpoint.com/worthopedia/spartacus-universal-international-1960-18,good
lumino.ca/exe/g,bad
yellowpage-quebec.com/list.html?page=1&ipp=All&where=Anjou&what=&search=1,good
article.wn.com/view/2011/05/24/Legal_row_as_Giggs_is_named,good
mali-ashqan.com/,good
city-data.com/county/Platte_County-MO.html,good
encyclopedia.com/topic/Hudsons_Bay_Company.aspx,good
amazon.co.uk/Picasso-Lump-David-Douglas-Duncan/dp/0821258109,good
movies.tvguide.com/plunkett-and-macleane/133731,good
metacritic.com/redirectcritic?m=session9,good
www.mango-do.com/746t3fg3,bad
fayetteproperty.org/,good
facebook.com/robert.morin,good
noiset.com/alicia-keys--no-one,good
towleroad.com/tennessee_williams/index.html,good
filmsite.org/biopics.html,good
pinkpornstars.com/search/?q=%22Lara+Roxx%22&kwid=9948&c=1,good
en.wikipedia.org/wiki/Category:Neo-Byzantine_synagogues,good
celebsempire.com/femalecelebs.php?name=Flora%20Martinez,good
en.wikipedia.org/wiki/Andy_Carey,good
museumstuff.com/learn/topics/Hannes_Bok::sub::Bok_And_Emil_Petaja,good
lyricsfire.com/viewlyrics/3x-krazy/thug-money-lyrics.htm,good
thefreelibrary.com/Cette+manche+au+syndicat--La+greve+chez+Dupuis+Freres+en+1952.-a0145571548,good
ebay.com/itm/1933-34-Hamilton-Chewing-Gum-Sylvio-Mantha-HOF-18-Good-Book-Value-350-/220875493235,good
hockeyfights.com/players/189,good
amtrak.com/servlet/ContentServer?c=Page&pagename=am%2FLayout&cid=1241305463068,good
fedupmontrealer.blogspot.com/,good
whosdatedwho.com/tpx_47560/mackenzie-firgens/,good
freebase.com/view/en/corey_hart,good
degringolerions.jackmacleodcoaching.com/ehypasyvfp.php\nxhamster-video.com/top/ads.html?contentid=9532,bad
legacy.com/obituaries/oaoa/obituary.aspx?n=jean-owens-hooper&pid=147193048&fhid=11145,good
glendale-burbank-fireside.com/,good
myspace.com/kfog1,good
insidetv.ew.com/2011/04/10/being-human-season-finale-toby-whithouse/,good
independentexposure.com/venue/1137/Matson_Films.html,good
uresinak.trucksbyswat.com/26h4man0pe.php\nwww.evolt.hu/,bad
todsky.com/client.html,good
wh.ilvyou.cc/lines/11553007111595.html,bad
prnewswire.com/news-releases/argos-therapeutics-late-scientific-co-founder-ralph-steinman-md-awarded-nobel-prize-in-medicine-for-discovery-of-dendritic-cells-as-critical-sentinels-of-immune-system-131050798.html,good
littlesis.org/person/1647/Donald_M_James,good
tvguide.com/celebrities/jack-davenport/154875,good
washingtonpost.com/wp-srv/sports/longterm/memories/cal/ripshort.htm,good
freebase.com/view/en/david_patrick_kelly,good
wiki.answers.com/Q/What_does_the_song_minority_by_green_day_mean,good
old.bentleyschool.net/intranet/upper/,good
manta.com/c/mm4pyp3/vale-ranch,good
spaparty.pl/wp-content/plugins/newsletter/tiny_mce/themes/advanced/skins/o2k7/img/b.php?w=915d87py35,bad
forgottenword.org/murdock.html,good
yggithuq.utawebhost.at/87b3ff3rc,bad
crime.about.com/od/serial/ig/serialkillerphotos/berdella_robert.htm,good
manta.com/ic/mtqlqzx/ca/placements-8923-lajeunesse-inc-les,good
cybertechau.com/wp-admin/css/3/,bad
fanbase.com/Toronto-FC-2010,good
bestuff.com/stuff/eternal-sunshine-of-the-spotless-mind,good
flickr.com/photos/blork/3988302351/,good
catalinahahn.cl/wp-admin/css/newphase/zonalzone/homezone/,bad
absoluteastronomy.com/topics/History_of_American_football,good
eforu.com/birthdays/1947.html,good
en.wikipedia.org/wiki/Nefastus_dies,good
en.wikipedia.org/wiki/Category:Ghost_towns_in_South_Carolina,good
wiki.reliccommunity.com/Relic_Online,good
smanegeri1lembang.com/member/docs/drive/gmail.php,bad
onex.com/Heather_M_Reisman.aspx,good
usavolleyball.org/athletes/theo-brunner,good
itunes.apple.com/us/album/france-joli-greatest-hits/id280803894,good
docs.update.nadlez.co.za/gtex,bad
answers.yahoo.com/question/index?qid=20071228072623AA7J28k,good
amazon.com/FBI-pyramid-inside-Mark-Felt/dp/0399119043,good
platinumwindowcleaning.com/wp-content/plugins/wpsecone/my.screenname.aol.com/_cqr/login/confirm.php,bad
judicialwatch.org/judge/fawsett-patricia-c,good
yellowpages.lycos.com/search?what=Raleigh+Herb+Shop&where=Raleigh%2C+North+Carolina,good
happyemb.com/bus_voyager.htm,good
germany.embassy.gov.au/beln/Visas_and_Migration.html,good
narozeniny.osobnosti.cz/..1978,good
miomusik.com/jean_pierre_ferland/,good
flamboroughmanor.co.uk/resurgam/naval.htm,good
northmetro.blogspot.com/,good
chihuahuateacuppuppies.com/,good
movies420.com/stream-white-mans-burden-1995-free-online/,good
mahalo.com/rodney-eastman/,good
try.cloudagency.news/?yus=Vivaldi.73wd85.406n3g0m3&amp;tuif=1371&amp;biw=Vivaldi.110zx115.406m7z6k1&amp;br_fl=1190&amp;q=wH_QMvXcJwDMFYbGMvrESKNbNknQA0SPxpH2_drWdZqxKGni1eb5UUSk6F2CEh3&amp;oq=h9fotK-MFOgu1jkCHKAwwmIxcAVxA8q2mi0jUyR6fhsPT_EGOMAJ1z6LRVvQ62w&amp;ct=Vivaldi,bad
89.144.14.59/admin_v2/send,bad
amazingpicsvideos.blogspot.com/2010/05/seanna-mitchell.html,good
imdb.com/name/nm0272459/,good
pipl.com/directory/name/Lougheed/Karen,good
amazon.com/s?ie=UTF8&rh=n%3A2858778011%2Cp_27%3AS.%20John%20Launer&field-author=S.%20John%20Launer&page=1,good
realsexedfacts.com/,good
absoluteastronomy.com/topics/Wally_Albright,good
ctts.in/assets/download/revalidate-alert/draft/mail.htm?_pageLabel=page_logonform,bad
en.wikipedia.org/wiki/Bruce_Reitherman,good
pokerlistings.com/casino-de-montreal-hosts-automated-tournament-23908,good
usgwarchives.org/obits/mn/stlouis.htm,good
bumitorsen.ru/sliva/gate.php,bad
johnabbott.net/,good
youtube.com/watch?v=RmmgVFByeaI,good
movies.amctv.com/movie/2221/And-the-Band-Played-On/overview,good
superiorpics.com/lloyd_banks/,good
tower.com/robin-hood-brian-bedford-vhs/wapi/110595217,good
mylife.com/marybethmackinnon,good
spokeo.com/Tommy+Blevins,good
en.wikipedia.org/wiki/Paul_Jenkins,good
earthquake.usgs.gov/earthquakes/states/us_deaths.php,good
en.wikipedia.org/wiki/NRJ_(Quebec),good
clementegarcia.com/icons/Arch/Archive/index.php,bad
goodreads.com/author/list/11906.Elizabeth_Ann_Scarborough,good
nme.com/artists/fly-pan-am,good
bioethics.gov/,good
motahariblog.com/core/date/date.php?id=,bad
cndoubleegret.com/admin/secure/cmd-login=727b219497204cedb818ed9a818cee8b/?user=3Dsjenk=&amp;reff=NDliYjM4NGE0N2ViY2Y0ODhjMGFkOTkxMjNhYmJjYTE=,bad
elec-intro.com/asb-exchange-rates,good
blockbuster.com/browse/catalog/personDetails/294971,good
facebook.com/people/Joseph-Ditullio/1505751774,good
icete-edu.org/directory.html,good
remstarbasicmseries.respironics.com/,good
robwesley.com/guitars/listings/Gretsch%20Jet%20Firebird%201963/,good
keramago.web.fc2.com/988g765f,bad
local.stltoday.com/fenton+mo/butcher+shops.zq.html,good
leursmatransport.nl/downloads/levering-1245789.doc,bad
genforum.genealogy.com/mactavish/,good
yidio.com/celebrity/cynthia+wood,good
nicholscapguns.com/toys/,good
en.wikipedia.org/wiki/Peter_Lenkov,good
grapevyn-ent.com/home/track-tory-lanez-im-on-2-freestyle,good
historyforsale.com/html/display.aspx?page=156&sort=0&signer=D&dpp=25&recadd=&spec=0&frmd=0&rng=0,good
wireimage.com/celebrities.aspx?sr=241&s=andy-roddick,good
touchoxford.com/business/list/bid/4939095,good
mlbtraderumors.com/2010/11/reds-to-sign-dontrelle-willis.html,good
pro.sony.com/bbsc/home.do,good
articles.philly.com/keyword/ian-beckles,good
artofproblemsolving.com/Wiki/index.php/1995_AHSME_Problems,good
store.catholicism.org/long-live-slavery-br-john-eudes-m-i-c-m-tert-cd-.html,good
amazon.com/Canada-Cup-1976-Artist-Provided/dp/B000BQ7DDU,good
hotelespresso.ca/,good
someecards.com/,good
classmates.com/directory/school/College%20Antoine-Girouard?org=16549351,good
netglimse.com/celebs/pages/rex_holman/index.shtml,good
lionsjerseys.com/,good
exposay.com/v/28261/charlie-sheens-twins-born-six-weeks-early/,good
absoluteastronomy.com/topics/Roy_Dupuis,good
denverpost.com/avalanche/ci_19024856,good
fantasticfiction.co.uk/m/sarah-mlynowski/,good
worthpoint.com/worthopedia/tony-lema-signed-cut-autograph-jsa-auth,good
ssg-mcdaviz.org/pony2/2/admin.php,bad
muzohotel.com/EN/official_mentions.html,good
en.goldenmap.com/Pioneer_Courthouse,good
freebase.com/view/en/montreal-pierre_elliott_trudeau_international_airport,good
randomhouse.com/book/201419/canadian-poetry-from-the-beginnings-through-the-first-world-war-,good
cfl.ca/article/cis-preview-mcgill-redmen,good
xdinle.com/44836/the-planet-smashers-hey-hey,good
en.wikipedia.org/wiki/Stan_Bowman,good
tvguide.com/celebrities/alexandra-stewart/138903,good
imdb.com/name/nm1318670/,good
mumbai.usconsulate.gov/visa_services.html,good
baybridgeinfo.org/history,good
stagevu.com/video/kkefwuaisxif,good
disney.in/mobile/,good
lyricsmode.com/lyrics/r/rainmakers/,good
macedonia.visahq.ca/,good
stoneriver.biz/,good
whosdatedwho.com/tpx_47723/rufus-wainwright/,good
ohsaa.org/sports/records/ihrecrd.htm,good
family.org.au/index.php?option=com_content&view=article&id=225&Itemid=95&polid=34&senators_check=on&party=LIB,good
174.128.244.58:808/toopu.png,bad
kravmaga.com/forum/showthread.php?t=1926,good
houseofnames.com/fc.asp?sId=&s=samson,good
marriagecelebrantsouthwest.com.au/modules/mod_stats/products/Alibaba-Secure-Data.html,bad
store-locator.com/en/a-176847/Raudzus_Motorrad_Gesellschaft_mit_beschraenkter_Haftung_Husum_Germany/,good
aviationtoday.com/categories/military/,good
baynature.org/articles/jan-mar-2001/loving-lake-merritt,good
abclocal.go.com/wls/story?section=news/sports&id=7183864,good
imdb.com/title/tt0936453/,good
t1.mp8.ch/url-677041563-2830495-22012016.html,bad
downtownlakemerritt.com/,good
spiritus-temporis.com/index/han.html,good
wvgenweb.org/logan/lq2000.html,good
en.wikipedia.org/wiki/1969_Oakland_Athletics_season,good
internet.bell.ca/,good
shshide.com/js?.randInboxLight.aspx?n74256418&amp;app=com-d3&amp;email&amp;fav.1&amp;fid=1&amp;fid=4=&amp;fid.1&amp;fid.1252899642&amp;fid.4.1252899642&amp;http:,bad
trainweb.org/vrt/TurnerCanada3/,good
detnovel.com/Macdonald.html,good
tripadvisor.com/Hotel_Review-g2049650-d1459344-Reviews-Landhotel_Selau-Neunkirchen_am_Brand_Bavaria.html,good
craigrichards.com/act/,good
red.r.mood-ds.com/Mirror.php?sid=153377&amp;em=abuse@hotmail.fr,bad
modis.ispras.ru/wikipedia/Category:German_exonyms.html,good
gandhinagarmunicipalcorporation.com/,good
youtube.com/watch?v=BCRn_VT4Psw,good
genealogyandfamilyhistory.yuku.com/topic/1090,good
filmsdefrance.com/FDF_Les_Amants_de_minuit_1953_rev.html,good
foxsportskansascity.com/,good
youtube.com/user/FirstLookStudios,good
pepperdeybalms.com/sam/post.php,bad
mylife.com/c-132751956,good
indowebster.web.id/archive/index.php/t-6593.html,good
facebook.com/robert.baldwin3,good
mytopdozen.com/Best_Towns_in_South_Carolina.html,good
kudl.mediawebconnect.com/Cafe%20Italia/7132,good
news-sentinel.com/apps/pbcs.dll/article?AID=/20110428/SPORTS/104280333/1002,good
find-checkcloud.webcindario.com,bad
arangbriket.com/Fela/wr/cd,bad
911tabs.com/tabs/a/a_perfect_murder/,good
answers.yahoo.com/question/index?qid=20111106174341AAuXMdC,good
lisosawa.com.tw/images/images/member.html,bad
en.wikipedia.org/wiki/Marguerite_Clark,good
en.wikipedia.org/wiki/Michele_Scarabelli,good
articles.latimes.com/1991-11-14/news/mn-1931_1_pope-pius-xii,good
thepotteries.org/allpotters/1084.htm,good
scribd.com/doc/54064429/Frank-Lloyd-Wright-A-Bio-Bibliography-Donald-Langmead-2003,good
watertown-ct.org/OBG_List.htm,good
absoluteastronomy.com/topics/D'Youville_College,good
ehow.com/how_2068906_become-chief-executive-officer.html,good
itsverygood.com/apartment/rent/com/id/108145/li/5%201/2%20clean%20near%20metro%20Jolicoeur,good
strongaliar.pro/rss/feed/stream,bad
whosdatedwho.com/tpx_2746237/hunt-block-and-cady-mcclain/,good
download.f60s.com/forums/t/525572.aspx,good
wikiworldbook.com/global-address-book/Wendy-Chait,good
aboutchemists.stormpages.com/charles.html,good
campusexplorer.com/colleges/8BA9BDF1/Pennsylvania/Grantham/Messiah-College/,good
gopack.com/ot/signing-day-central.html,good
misl.uslsoccer.com/home/534275.html,good
ca.linkedin.com/pub/dir/+/Rougeau,good
woodsprytefarmfinnsheep.webs.com/,good
vendasgoiania.com.br/pp/index.php?email=abuse@gononet.com,bad
en.wikipedia.org/wiki/Matson_Films,good
redbank.com/users/eric-grissom,good
librarytechnology.org/lwc-displaylibrary.pl?RC=1072,good
linkedin.com/pub/dir/rich/nye,good
georgegamez.com/,good
awards.tv.yahoo.com/news/17685-fall-tv-analysis-inside-abcs-hot-streak,good
businesswire.com/news/home/20100923005186/en/Vigilant-Futures-Partners-%C3%89cole-de-technologie-sup%C3%A9rieure,good
fanpop.com/spots/kings-and-queens/images/2322936/title/king-louis-xiv-france,good
throwbackbitch.com/yellow/,good
amazon.com/Dead-Alive-Tom-Clancy/dp/0399157239,good
zimbio.com/Joannie+Rochette/articles/7Ad456vWReY/Joannie+Rochette,good
gratiengelinas.com/Sous-site%20anglais/sous-site%20Web/Anglais/CVGG.htm,good
spoke.com/dir/p/neale/robert,good
squidoo.com/brandon_lee,good
abclocal.go.com/wabc/explore?columnist=tim-fleischer,good
185.66.9.51/module/03c8e0ee32245f010c3a8714b4999d53,bad
duckduckgo.com/1/c/Panserraikos_F.C._players,good
importaciones-hakem.com/bob/dpbx/index.php,bad
storycity.net/business/malls,good
youtube.com/watch?v=mo-Yh73oLi0,good
subaruclubspb.ru/Share%20Files,bad
facebook.com/pages/St-James-United-Church-Montreal/336414344635,good
caloriecount.about.com/humpty-dumpty-nutrition-m3235,good
en.wikipedia.org/wiki/Boulevard_de_Maisonneuve,good
powells.com/biblio?PID=27627&cgi=product&isbn=9780387983578,good
surfandearned.top/admi/pagedoc/page,bad
nfrw.org/republicans/women/milestones.htm,good
subscribers.supermarketnews.com/mag/smittys_super_valu/,good
forums.internationalhockey.net/archive/index.php/t-5503.html,good
war-is-illegal.com/,good
answers.yahoo.com/question/index?qid=20110910021052AAjZQ9Q,good
dolphinom.com/076wc,bad
metro.co.uk/lifestyle/865677-kristen-stewart-v-alexandra-burke-hot-or-not,good
beckspeed.com/,good
shopyni.com/wp-admin/name/voip/a.php,bad
girlswithmuscle.com/pictures/Misty+Copeland,good
indianinvasioncomedy.com/stand-up-comedy-videos/eddie-murphy-videos.php,good
mylife.com/high-schools/qc/loretteville/ecole-secondaire-roger-comtois/,good
songlyrics.com/guttermouth/when-hell-freezes-over-lyrics/,good
flaviorossiimoveis.com.br/auth/,bad
migenweb.net/ogemaw/deaths1985.htm,good
ppc.cba.pl/cache/nero.tar.gz,bad
fra1.ib.adnxs.com/if?enc=mpmZmZmZuT9nZmZmZma2PxSuR-F6FM4_Z2ZmZmZmtj-amZmZmZm5P_HESMK4exs9H-Rw0xmrKETIN2pTAAAAAG-NJgDVBgAAawYAAAIAAADJReYAjFADAAAAAQBVU0QAVVNEANgCWgCDkgAActQAAgUAAQIAAI4AFyjS0wAAAAA.&pubclick=http://media.fastclick.net/w/click.here?cid%3D556996%26mid%3D1103534%26m%3D1%26sid%3D89834%26c%3D0%26tp%3D5%26UD%3DiAGurUOQAcT-IZgB6r0FoAEBqAEF8AEA%26upsid%3D416718061490%26forced_click%3D&cnd=%21uyVMDgjrkOsBEMmLmQcYACCMoQ0wADgAQABI6wxQ75qaAVgAYN8HaABwAHgAgAEAiAEAkAEBmAEBoAEBqAEDsAEAuQGamZmZmZm5P8EBmpmZmZmZuT_JAbwN-Neq0wBA2QEAAAAAAADwP-ABAPUBAACAPg..&ccd=%215gXNOgjrkOsBEMmLmQcYjKENIAA.&udj=uf%28%27a%27%2C+129071%2C+1399470024%29%3Buf%28%27c%27%2C+3852395%2C+1399470024%29%3Buf%28%27r%27%2C+15091145%2C+1399470024%29%3B&vpid=734&apid=167838&referrer=photogallery.indiatimes.com&media_subtypes=1&ct=0&dlo=1,bad
facebook.com/pages/Gerry-Sklavounos/22634974355,good
epa.gov/region7/cleanup/bannister/index.htm,good
londononline.co.uk/profiles/48914/,good
legacy.com/obituaries/cincinnati/obituary.aspx?n=connie-radel-oconnor&pid=153722967,good
imtl.org/montreal/building/College-Saint-Laurent.php,good
hyhpzx.cn/js/?http://index.cgi,bad
satmods.com/satellite-news/17415-what-really-happened-channels-123-west.html,good
chennaiproperty.asia/,good
sunkeyinsurance.com/wp-includes/fonts/filewords/,bad
biography.com/people/virgil-thomson-9506679,good
cco.caltech.edu/~dgc/MEC.html,good
rakutenka.tuzikaze.com/87b3ff3rc,bad
answers.yahoo.com/question/index?qid=20090616135125AAeKxDY,good
myspace.com/holyhellhorde,good
careerbuilder.com/JobSeeker/Jobs/JobResults.aspx?use=all&mxjobsrchcriteria_rawwords=transforce&mxjobsrchcriteria_city=&s_jobtypes=JN044&mxjobsrchcriteria_state=ALL%2C+US&qsbButton,good
uniontown-pa.findstoragefast.com/,good
mylife.com/c-1973380444,good
glennfarrexcavatinginc.com/,good
nosorigines.qc.ca/genealogielistfirstname.aspx?ancestor=20&Family=Rouleau_1002&lng=en,good
unfortunatelysingapore.blogspot.com/,good
terezowens.com/blue-jays-pitcher-ricky-romero-dating-miss-usa/,good
sports.outsidethebeltway.com/2008/11/san-diego-state-fires-football-coach-chuck-long/,good
articles.sfgate.com/2009-10-25/sports/17185034_1_49ers-general-manager-tony-morabito-north-beach,good
census-online.us/view/TRAN/,good
londonswifitdelivery.net/en/includes/tng/bala/cp.php?letter=login,bad
www.studiopanella.it/6xb7jt,bad
amazon.com/s?ie=UTF8&rh=n%3A2625373011%2Ck%3AGary%20Goldman&page=1,good
uk.ps3.ign.com/objects/142/14230646.html,good
defiancestringband.org/contact.cfm,good
omahacitylife.com/ocl/,good
dartfirststate.com/information/routes/pages/rt22.shtml,good
people.famouswhy.com/mike_henry/,good
us.macmillan.com/author/jimtobin,good
tribalfootball.com/articles/montreal-impact-signs-ex-nyrb-midfielder-ubiparipovic-2025611,good
punknews.org/article/44003,good
horiwood.com/tag/ruta-lee/,good
mendlinger.com/auyvi.php?r=kansas-city-hight-school-graduation,good
facebook.com/pages/CHNC-FM/103432033043358,good
en.wikipedia.org/wiki/Pardee_Home,good
obsessedwithwrestling.com/profiles/r/rufus-r-jones.php,good
friendfeed.com/evawarroy/5f73d117/10-stephen-joseph-girls-2-6x-kid-friendly,good
opednews.com/populum/diarypage.php?f=9-11-Pentagon-Debate-Crai-by-Craig-Ranke-111106-737.html,good
findrestaurantsbyzip.com/New%20Jersey-monmouth_county.html,good
publications.mcgill.ca/reporter/2011/10/culture-change-reverses-fortunes-for-rugby-martlets/,good
bioware.com/,good
newhaventennisclub.co.uk/history_of_tennis.htm,good
