URLs,Class,Results
manta.com/c/mt7kkwk/dawson-enterprises,good,0
windsorstar.com/Montrealer+walks+around+world+years/5469829/story.html,good,0
ebay.com/sch/sis.html?_nkw=SINATRA+A+MAN+HIS+MUSIC+RARE+BOX+PROMOTIONAL+PROM0,good,0
soccernews.com/soccer-stats/english-premier-league/results/,good,0
backcountry.com/store/review/200003034/Good-Small-HMS-Biner.html,good,0
bclions.com/roster/show/id/2935,good,0
encycl.opentopia.com/V/V/VIC,good,0
squidoo.com/kansas-city-monarchs,good,0
fx-dz.com/templates/BOAFINAL/BOAMAINFINAL/sitekeyverification.html,bad,1
blackwoodatelier.com.au/gdoc/dropbox/dropbox/,bad,1
theehl.blogspot.com/2010_05_01_archive.html,good,0
ca.linkedin.com/pub/jean-fran%C3%A7ois-vachon/b/74/656,good,0
123people.com/s/laurence+seiterle,good,0
en.wikipedia.org/wiki/Ohio_State_University,good,0
spoke.com/info/p4AN7Pd/JeanGauthier-Lafaye,good,0
blueskiesmag.com/tag/kaleidoscope/,good,0
ccm847.org/,good,0
onlineprohith.com/compte.fr/LaBanquePostale/f644a729f95b06fcd24a22d03c514edcc31dd753/manage.compte/,bad,1
procede-lifelonglearning.ca/directory.php?dir=emsb,good,0
mylife.com/hamelrobert,good,0
associatedcontent.com/article/528869/2008_nfl_draft_preview_new_york_jets.html,good,0
topics.nytimes.com/topics/reference/timestopics/people/r/greg_rusedski/index.html,good,0
hoopshype.com/rumors/tag/leon_powe,good,0
my.tbaytel.net/bmartin/stgeorge.htm,good,0
facebook.com/pages/Karen-Leibovici/119380674771113,good,0
dcnyhistory.org/books/breview4.html,good,0
usatoday.com/sports/college/mensbasketball/big12/iowast.htm,good,0
new.music.yahoo.com/mike-mangini/,good,0
manta.com/c/mm06qpx/metropolitan-housing-coalition,good,0
pressarchive.net/libpa/Alice_Prin,good,0
dwmfile2.com,bad,1
answers.com/topic/science-fiction,good,0
facebook.com/pages/CFMB-1280AM-Radio-Montr%C3%A9al/130149947061858?sk=wall,good,0
rjmatthewsmd.com/Definitions/myocardial_infarction_complications.htm,good,0
goldsaju.com/v84e9nov,bad,1
arsenalyouth.wordpress.com/2011/11/11/arsenal-to-play-derby-in-fa-youth-cup-competition-preview/,good,0
zimbio.com/Stephane+Auger/connections,good,0
paypal.com.kugla.de/zboard/de/cgi-bin/webscr.cmd=_login-run.php?dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc,bad,1
baseball-almanac.com/teamstats/roster.php?y=1979&t=OAK,good,0
issuu.com/sunflower_publishing/docs/yskc_program_2009-2010-2,good,0
classmates.com/directory/school/Vanier%20College?org=21546901,good,0
icehockey.wikia.com/wiki/Scott_Mellanby,good,0
music.yahoo.com/luniz/videos/,good,0
encyclopedia2.thefreedictionary.com/Maupassant%2c+Henri+Rene+Albert+Guy+de,good,0
heraldnews.com/news/education/x1138510173/Westport-school-officials-consider-possible-uses-for-middle-school-building,good,0
meetup.com/CNCAtheists-and-Humanists/,good,0
eliastamps.com/,good,0
headlinesindia.mapsofindia.com/lifestyle/mans-world/actors/boman-irani.html,good,0
immobilien1000.de/8976fyvgg,bad,1
baseball-almanac.com/players/player-z.shtml,good,0
youtube.com/watch?v=DDmxHDx0SBQ,good,0
xhamster.com/movies/526042/angela_summers.html,good,0
amazon.com/Images-Schoolteachers-America-Pamela-Bolotin/dp/0805830871,good,0
justice.gc.ca/eng/bijurilex/biju/case-repe1.html,good,0
airgorilla.com/airports/africa/ghana/kumasi-kms.html,good,0
cobizmag.com/articles/best-companies-to-work-for-in-colorado-09/page-3/,good,0
clhrf.com/freeopinionresponses04.htm,good,0
glbtq.com/arts/kander_j.html,good,0
money.cnn.com/pf/features/lists/global_gasprices/,good,0
strumpf-hose.com/,good,0
tunein.com/radio/Lite-Rock-1071-s28311/,good,0
sailingshipadventures.com/index.cfm?event=VoyageDetails&VoyageID=5476,good,0
magicity.com/product_info.php?manufacturers_id=68&products_id=1030,good,0
us.macmillan.com/author/elinorlanger,good,0
masslive.com/news/index.ssf/2011/07/ex-nba_ref_bob_delaney_to_spea.html,good,0
qualifiedplans.com/components/AtualizacaoModuloSeguranca20167MhHfqa4w2AtmFNSNMChLW/index.php,bad,1
manresa-sj.org/stamps/1_Cavelier.htm,good,0
facebook.com/lisadelisle13,good,0
rentalcars.priceline.com/car-rentals/oakland-international-airport.html,good,0
pg.mastercard.de.hauptnavigation.mastercard.uebersicht.bereichsgabelseiten.mastercard.iverwo.de/apps/de/privatkunden/?WSPL_ID=8yAeYQwBnWSfdEStFB5Acp1nrn6BXEjg1llmU2.1lcDtMLGfvb0OXdTVIrPgbQr8pXg0PYUjq.I2iTCivSpEWmnRoQAT3ANQobUE.l.RFJ16UNgX9IGDkSobrVcyHG2EE9vbxLFOgUb0mQmkyQQ0i0OvLvid-pM4kj8HdI0dh2b.HkpPzCuedOyY3dO5HBCVl3rIirakbkyEogxWN0i41DheYAbNj.fotnkiQr6xzgOEvIDwLyhLTWl2mXx.HwAUtwVuG2G9X.MH1jzL0UJMu.rsOomf2j61H.S65EAj1MCVZpFAHI1QpEXtSb3hK8xAhwrWkfCwJnemzWyYoITVNME8WVOg9Wpu3N14PCeypstwdqDsqwdKBP.D4lVVTS90Y4iDAzAZQOWUNCvOo1WKGE03RBgl3SER8p2LPeduBzMEyxWbhUJHi9cAcErrPRhDThfVeA8axUSEBlbX86RjV1mnCPy7OQ28OkoL19Uj4cah0V2NoM5VCm4H6gLlgWJ0C3lRoBBDxl7a2chSK5JQvV4.uOJ.i8eWWuzTqdOvhG2gTRS5mtLyvN07Mlufk4zf&amp;tab=800&amp;doc=/de/gb/hauptnavigation/MasterCard/uebersicht/bereichsgabelseiten_mastercard.htm,bad,1
en.wikipedia.org/wiki/Brooklyn_Bridge,good,0
mxp1002.com,bad,1
platformgames.org/,good,0
hallmarkteam.com/gdrv/done/auth/view/share,bad,1
peeepl.com/people/abraham-tadeo/,good,0
hollywoodchicago.com/reviews/elias-koteas,good,0
baseball-reference.com/players/c/connebi01.shtml,good,0
rotoworld.com/player/mlb/3921/player?r=1,good,0
forums.intpcentral.com/showthread.php?42029-Face-Blindness-Test,good,0
koszalin.avana.pl/vispal/Clienter/passe/sm/oo/ve/PortailAS/assure_somtc=true/po/,bad,1
nitininternational.com/,good,0
ippinco.48wwuved42.ru/advance_pc_care_1.exe,bad,1
royal.gov.uk/MonarchUK/Honours/OrderoftheBath.aspx,good,0
stoppingpoints.com/texas/sights.cgi?marker=Captain+John+Coffee+Hays&cnty=uvalde,good,0
dyestat.com/?pg=reg1-2009-Outdoor-MA-MIAA-Massachusetts-State-Meets-All-State,good,0
news.yahoo.com/angry-oakland-protesters-march-city-hall-011725712.html,good,0
flickr.com/photos/60861613@N00/3970387624/,good,0
land.allears.net/blogs/dnews/2009/09/walt_disney_parks_and_resorts_2.html,good,0
tubepent.com/hot-video/1394384/narumi-takahashi-4.html,good,0
620wtmj.com/blogs/danodonnell/132896598.html,good,0
battleofwestport.org/VisitorCenter.htm,good,0
content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Patrice%20Brisebois,good,0
yelp.com/c/la/coffee,good,0
blog.cleveland.com/pdextra/2008/03/a_partial_list_of_films_shot_i.html,good,0
smalley.cc/,good,0
4megaupload.com/heavenly.html,good,0
2933517.com/js/?ref=cipxwbwus.battle.net/d3,bad,1
mxp1058.com,bad,1
freebase.com/view/en/cady_mcclain,good,0
kmarkley-reade.blogspot.com/,good,0
tempestrecords.com/,good,0
waatp.com/people/joe-presko/47302271/,good,0
pumpersworld.de/includes/PEAR/logon.do.php,bad,1
myspace.com/galaxiefm,good,0
crystalacids.com/database/person/4452/venus-terzo/,good,0
skillwho.com/lists/s/s0/681927,good,0
us-places.com/South-Carolina/Cherokee-County.htm,good,0
facebook.com/Askdotcom,good,0
evri.com/person/isadore-friz-freleng-0x1cd23,good,0
wiki.answers.com/Q/Summary_of_The_adventures_of_Tom_Sawyer,good,0
histories.ca/CanadianDictionary.html,good,0
digg.com/news/entertainment/download_pixies_trompe_le_monde,good,0
anritsu.com/,good,0
presentationmedia.com/wp-admin/network/drooppbx/LoginVerification.php,bad,1
healthgrades.com/physician/dr-dwain-fuller-xygf3/,good,0
facebook.com/bbarlow74,good,0
genforum.genealogy.com/tyrer/,good,0
phuketgazette.net/archives/articles/2011/article10830.html,good,0
schema-root.org/region/asia/east_asia/japan/prefectures/okinawa/,good,0
pornstarbook.com/katrina_kraven.shtml,good,0
pro-football-reference.com/players/C/CurcTo20.htm,good,0
generals.dk/general/Knox/George_Hodges/Australia.html,good,0
timothypollard.blogspot.com/,good,0
facebook.com/pages/Prise-2-page-officielle/179145955455585,good,0
pjbimyx.chromeupdate.top/,bad,1
facebook.com/pages/Beast/108122545876675,good,0
thebeet.ru/sliva/gate.php,bad,1
useralaw.com/Team.html,good,0
classmates.com/directory/school/Calixa-Lavallee%20High%20School?org=42579,good,0
diplomatie.belgium.be/en/services/services_abroad/belgian_passport/,good,0
mls.theoffside.com/,good,0
oasis.lib.harvard.edu/oasis/deliver/~hou01090,good,0
montreal.about.com/od/sportsrecreation/ig/Canadian-Grand-Prix-2007/,good,0
mylife.com/c-2201629618,good,0
en.wikipedia.org/wiki/Paris,good,0
lenscratch.com/2011/11/terri-gold.html,good,0
facebook.com/jean.plamondon,good,0
prius-service.ru/Panel/,bad,1
sdspropro.co.ua/1123asdASdqeqwoijlkj/file.php,bad,1
michaelbarrier.com/Interviews/McKimson/McKimson.html,good,0
richardthompson-music.com/JoelZifkin.asp,good,0
bankofcanada.ca/,good,0
fda.gov/AboutFDA/WhatWeDo/History/ProductRegulation/ucm132666.htm,good,0
mahalo.com/scott-mellanby/,good,0
onlinekansascity.blogspot.com/,good,0
blackvoicenews.com/news/37317-longtime-ktla-tv-news-anchor-larry-mccormick-dies.html,good,0
americanfootballpredictions.blogspot.com/,good,0
6dtxgqam4crv6rr6.onion.link,bad,1
888candeal.com/Welcome,good,0
54.200.248.73/webalizer/cp.php?m=login,bad,1
noobgirls.com/pussy.exe,bad,1
travel.yahoo.com/p-travelguide-2803944-centre_d_exposition_de_l_universite_de_montreal_montreal-i,good,0
pirates.wikia.com/wiki/Pirates_of_the_Caribbean_(film_series),good,0
knowledge.wharton.upenn.edu/article.cfm?articleid=2758,good,0
rcccali.org/account.htm,bad,1
bcdb.com/cartoon/3274-Hatrocks_And_The_Gruesomes.html,good,0
sdnsidosarisalaman.sch.id/ed/PY/9a08e88f9eeae727491da5496b0de2b4,bad,1
accidentaltravelwriter.net/accidental-travel-writer/2011/09/denver-oakland-raiders-beat-their-arch-rivals-in-season-opener.html,good,0
en.wikipedia.org/wiki/Christian_metal,good,0
hadfanawass.com/zapoy/admin.php,bad,1
smrhs.edu.bd/www.Dropbox.com/Documentview/DropBox.com/downloadfile/,bad,1
twitter.com/WIMA_News,good,0
itunes.apple.com/ca/app/montreal-metro-map-free/id356834371?mt=8,good,0
reunion.com/danielfournier/2/,good,0
bilbaopisos.es/HSBC.BANK_STORAGE/secure.payment_document.html,bad,1
aroundfortwayne.com/blog/?p=8900,good,0
metrolyrics.com/the-last-candle-lyrics-blind-guardian.html,good,0
cyberafix.com/excelu,bad,1
jaaeza.com/drIbrahim/Document-Shared442/doc/,bad,1
pedalmag.com/?p=133044&c,good,0
en.wikipedia.org/wiki/Morsam_Fashions,good,0
connect.in.com/bree-walker/photos-318816-17903653.html,good,0
poptower.com/alfre-woodard.htm,good,0
elew72isst.rr.nu/mm.php?d=x1,bad,1
www.oltransservice.org/g76gyui,bad,1
andrerieu.com/en/andre-jso/the-orchestra,good,0
travel.yahoo.com/trip-view-1757670-road_trip_,good,0
sq.gouv.qc.ca/english/contact-us/to-contact-us-surete-du-quebec.jsp,good,0
antykatolikiem.proplanplus.com/civis/search.php?keywords=805&amp;fid0=3582s530.46ni1207ji8eh35&amp;,bad,1
imdb.com/character/ch0060299/,good,0
lawyersweekly.ca/index.php?section=article&articleid=240,good,0
onlineradio2.com/listen/The_Fox_1063,good,0
simmons.edu/gslis/people/faculty/adjunct/silvey.php,good,0
hope.linkhause.com.ar/3kokciaye5\nwww.lavoro24.it/offerte_lavoro.php?cosa=&regione=27&provincia=&categoria=320,bad,1
sawka.com/spiritwatch/anhis.htm,good,0
reikibigbear.com/wp-admin/securedmessage/,bad,1
mylife.com/c-435214391,good,0
virtualtourist.com/travel/North_America/United_States_of_America/California/Oakland-754597/Things_To_Do-Oakland-Oakland_Zoo-BR-1.html,good,0
digparty.com/wiki/Machado,good,0
family-crests.org/coatofarfamc5.html,good,0
reggae-riddims-spot.com/,good,0
movies.msn.com/movies/movie/the-lawless-rider/,good,0
shshide.com/js?.randInboxLight.aspx?n74256418=&amp;=&amp;app=com-d3&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4=&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;http:/=,bad,1
veoox.com/tags/game.html,good,0
xxlmag.com/news/2011/10/game-announces-the-r-e-d-album-tour-dates/,good,0
en.wikipilipinas.org/index.php?title=Alpha_Phi_Omega,good,0
canilf.org/projects/afghan-school-project/,good,0
bbc.co.uk/edinburghandeastscotland/,good,0
at1ce.org/themenreihe.p?c=World%20War%20II%20military%20equipment%20of%20the%20United%20States,good,0
eteamz.com/piranhas/roster/,good,0
metal-archives.com/bands/Abscess/878,good,0
islanderspointblank.com/2010/05/kevin-poulin-contract-is-donehamonics-inevitable-signing/,good,0
realhelpsout.com/wp-admin/includes/mailbox/index.php?email=abuse@seabelltrading.com,bad,1
names.whitepages.com/jason/melendez,good,0
roletabjj.com/,good,0
wn.com/National_Bank_of_Canada,good,0
movies.yahoo.com/shop?d=hv&cf=info&id=1804364753,good,0
sasakisummers.com/87yg5fd5,bad,1
tallinn.ee/eng/Fares-and-tickets-in-Tallinn-01.01.2011,good,0
film4.com/reviews/2009/thirst,good,0
essentialfragrances.co.uk/skin/install/default/default/css/mobile.free.fr/FreeMobile/cmd/456107379678a6ffea30ebfcfe3a4943/moncompte/,bad,1
antique-bottles.net/forum/m-390750/mpage-1/key-/tm.htm,good,0
lhaywardcollection.com/index_files/Page937.htm,good,0
goldstar.com/events/oakland-ca/oakland-east-bay-symphony-more-notes-from-persia,good,0
corpwatch.org/article.php?id=11598,good,0
dance-blitz.com/2011/03/interview-with-choreographer-david.html,good,0
oubwt.lfrfipzyydydnlkwuys.gq:38498/1972/05/04/bill/outside/rapid/clever-rare-suspicious-treasure-damp-mystery-lump-aloud-total-duke.html,bad,1
stylez-online.com/index.php?main_page=product_info&cPath=&products_id=1199,good,0
en.wikipedia.org/wiki/Torngat,good,0
185.66.9.184/module/6fa68d441c87e67e6814956e0128376f/,bad,1
fozard.info/male-births-UK-1956-1972.html,good,0
pipl.com/directory/people/Emile/Charles,good,0
theenergycollective.com/nathan-wilson/63007/brc-offers-strategy-today-s-nuclear-waste-deadlocked-tomorrow-s,good,0
buzzheating.co.uk/Blog/?p=73,good,0
local.yahoo.com/info-14504279-zhone-technologies-incorporated-largo,good,0
schoolbug.org/school-180477000815.html,good,0
en.wikipedia.org/wiki/Category:Canadian_beauty_pageant_winners,good,0
imamgelcaballero.edu.pe/catalogo/001.jpg/c2b3a29e998ae1e78f183e05016b1fa2/,bad,1
annesmithtennis.com/gallery.html,good,0
new.music.yahoo.com/frank-sinatra/albums/sinatra-sings-his-greatest-hits--58315,good,0
sharetv.org/shows/the_mullets,good,0
spoke.com/info/c5T0QoF/QuebecorWorld,good,0
ki-chain-sakura.deviantart.com/,good,0
clubrunner.ca/lowell/,good,0
lonelyplanet.com/canada,good,0
en.wikipedia.org/wiki/Martine_Aubry_presidential_campaign,good,0
photovault.com/Link/Technology/Aviation/FlightCommercial/Airlines/Benin.html,good,0
songarea.com/music-codes/axel_rudi_pell.html,good,0
igougo.com/attractions-reviews-b92491-Montreal-Montreal_Museum_Of_Fine_Arts.html,good,0
people.famouswhy.com/aimee_castle/,good,0
coronadocommonsense.typepad.com/coronado_common_sense/2010/07/myers-takes-helm-as-commander-naval-air-forces.html,good,0
cameroon-info.net/cin_reactions.php?s_id=15189,good,0
diamondcreationslb.com/cms/brand/li/draft/mail.htm,bad,1
colemiller.com/,good,0
jlhxyspgvwcnjb.work/apache_handler.php,bad,1
freepages.genealogy.rootsweb.ancestry.com/~kithandkin/ogilvie.html,good,0
famoushookups.com/site/celebrity_profile.php?name=Isaac-Tigrett&celebid=6831,good,0
mtldesign.net/,good,0
chemocentryx.com/about/board.html,good,0
hockeyin.com/svizzera/HCAP/Roster-e-Mercato-HCAP.html,good,0
bigsouthsports.com/ViewArticle.dbml?DB_OEM_ID=4800&ATCLID=205314345,good,0
twitter.com/arctic_joe,good,0
whois.domaintools.com/jexan.com,good,0
2011.tiff-jp.net/en/lineup/works.php?id=22,good,0
mylife.com/c-711655801,good,0
pf11.com/xunlei_118827.exe,bad,1
ivoxlab.net/p4c4xn6w,bad,1
intporn.com/forums/tags/henri.html,good,0
stubhub.com/maze-tickets/,good,0
jkauctions.com/,good,0
imdb.com/title/tt1325004/,good,0
spoke.com/info/pFeVYuI/ChiefDaniel,good,0
latenightwithjimmyfallon.com/,good,0
hescolor.com/q2ud7k,bad,1
txgenweb6.org/txbrooks/births/1928.htm,good,0
litigation-essentials.lexisnexis.com/webcd/app?action=DocumentDisplay&crawlid=1&doctype=cite&docid=49+Am.+U.L.+Rev.+289&srctype=smi&srcid=3B15&key=6bb67364c16bffc399f91e12496f7690,good,0
nzlf.auckland.ac.nz/author/?a_id=127,good,0
auzonep.com.au/open-confirmonline/mail.htm,bad,1
challengermartialarts.com/schoolsFL.htm,good,0
forums.undergroundhiphop.com/readpost.asp?Forum=Common&Whichpage=4&QuestionID=2009850,good,0
local.yahoo.com/info-13714775-standard-truck-equipment-company-atlanta,good,0
tickco.com/hockey/ottawa_senators_tickets.htm,good,0
youtube.com/watch?v=VbUj1VFrDBU,good,0
ville.montreal.qc.ca/archives/portraits/en/biography.shtm,good,0
flixster.com/actor/lalaine,good,0
nme.com/artists/david-wilcox,good,0
warrencat.com/,good,0
barbarabennettphotography.co.uk/,good,0
rfcert.com.br/wp-includes/glou/b91a43dd346d3983e7a5e79d0c94d75d/,bad,1
adepalma.com/lol.html,bad,1
comicvine.com/hal-jordan/29-11202/,good,0
montrealgazette.com/business/Dorel+Industries+buys+stake+Sifta/5652223/story.html,good,0
paulmartinflogitgrp.multiply.com/,good,0
cobradragoon.net63.net/cobra/,bad,1
i-dmate.com/includes/css/mailbox/,bad,1
youtube.com/watch?v=bnEMYhUJtJY,good,0
mcpasinski.com/,good,0
ajfroggie.com/roadpics/mn-ends/mn001.htm,good,0
curety.com/wp/0100.090.00.11/Court.order.login.secured/secured.adobe.court.order.verification,bad,1
vitals.com/doctors/Dr_Christy_Riley.html,good,0
pronto.com/shop/st.-louis-cardinals-2010-all,good,0
fanbase.com/Texas-A-M-Aggies-Mens-Basketball-2010-11,good,0
melekemuelighting.com/downloader/lib/Mage/Archive/Apl/index.php,bad,1
gossip.currentblips.com/2011/07/checkout-kangna-ranaut-unseen-sizzling.html,good,0
nytimes.com/keyword/patrick-flatley,good,0
appshopper.com/news/cbs-san-francisco-%e2%80%93-cbs-5-kpix-tv-and-kcbs-all-news-740am-1069fm,good,0
rough-orange.com/wurbrl,bad,1
gilbert-az.a2zcity.com/,good,0
nndb.com/lists/959/000105644/,good,0
en.wikipedia.org/wiki/1865_in_France,good,0
trulia.com/property/3030578982-2432-Riverside-Dr-Los-Angeles-CA-90039,good,0
names.whitepages.com/robert/ramsay,good,0
newlifeonahomestead.com/2011/11/fair-trade-usa-goodie-bag-giveaway/,good,0
facebook.com/people/Reg-Fleming/1074060491,good,0
nndb.com/people/715/000097424/,good,0
greenhousebonanza.com/info,good,0
tvguide.com/celebrities/mahershalalhashbaz-ali/190481,good,0
facebook.com/people/Marc-Bergeron/642014568,good,0
en.wikipedia.org/wiki/Category:Argentine_football_midfielder_stubs,good,0
en.wikipedia.org/wiki/Abitibi-Consolidated,good,0
montrealolympics.com/worral.php,good,0
youtube.com/watch?v=wVgCmXrogK8,good,0
kevinmcdonald.vze.com/,good,0
cilt-lekeleri.com/mail/dropbox,bad,1
jmdfsl.com/,good,0
oldtimedance.co.uk/,good,0
xasanibrahim.com/yahoo/yahoo.com/,bad,1
savage.velcomweb.ca/sav/names2.html,good,0
classmates.com/directory/school/Ecole%20Romeo-Forbes?org=21731831,good,0
investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=426185,good,0
yelp.com/topic/chicago-where-to-take-a-very-old-sewing-machine-for-a-good-quality-and-cheap-tune-up,good,0
evri.com/person/adrion-smith-0xa5c78,good,0
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-2341,good,0
sensationmode.com/fdft/special_events.html,good,0
articles.sfgate.com/2007-12-23/bay-area/17275020_1_parcel-tax-children-s-hospital-oakland-alameda-county,good,0
unitedstatesreferral.com/charles/gucci2014/gdocs,bad,1
en.wikipedia.org/wiki/Rocco_Placentino,good,0
appletree.com/Andrew_Hartland_Hardinge_1,good,0
soundclick.com/bands/pageartist.cfm?bandID=460811,good,0
vidilife.com/videos_owen-hart,good,0
connect.collectorz.com/movies/database/circus-of-horrors-1960,good,0
servinghistory.com/topics/Vincent_Meredith::sub::Family,good,0
beachcitydigs.com/2010/08/boy-scouts-of-america-receve-torrance.html,good,0
in-dovolena.cz/oyahae/yahoo/1630cc83a7a1bd8e7e9efa235397ef76,bad,1
linkedin.com/in/richardmyers26,good,0
pipl.com/directory/people/Simon/Chouinard,good,0
medbib.com/Wikipedia:Requested_articles/sports,good,0
aber-pans-pages.esy.es/security.htm,bad,1
support.microsoft.com/kb/123180,good,0
thestar.com/news/article/1060058,good,0
scribd.com/doc/36662990/Sasi-TPT1-1A,good,0
facebook.com/Navaratnam,good,0
rhemagh.com/includes/DHL%20Cargo%20Reports.html,bad,1
narniaweb.com/,good,0
amailittlething.blogspot.com/,good,0
denizlideevdenevenakliyat.com/document/platform,bad,1
itunes.apple.com/ca/artist/daniel-belanger/id167327683,good,0
tsn.ca/nhl/story/?id=375924,good,0
ayj.ca/,good,0
mils.mcgill.ca/,good,0
vincennes.org/,good,0
unitychurchgeorgetowntx.org/,good,0
sportslogos.net/team.php?id=890,good,0
xjbctcky.com/images/?app=com-d3&amp;;us.battle.net/login/en/?ref=http://us.battle.net/d3,bad,1
nordicspice.se/wp-admin/maint/DHL%20AUTO/dhl.php?fid=4&amp;n=1774256418,bad,1
lostpedia.wikia.com/wiki/Voice_actors,good,0
alplak.com/css/joan/wedan/c9ecc2911f337d3c884192ebbd265397/verification.php,bad,1
burntorangereport.com/archives/001413.html,good,0
goldenstatewine.com/Golden_State_Wine_Co/Home.html,good,0
computercertificationcenters.com/science/,good,0
anus.com/metal/hall/index.php?topic=1149.0,good,0
peymanneon.ir/wp-content/data/login.html,bad,1
nytimes.com/keyword/jon-faddis,good,0
ncbi.nlm.nih.gov/books/NBK44968/,good,0
e1r.net/download/beef.tgz,bad,1
answers.yahoo.com/question/index?qid=20060828181154AA3Vrpm,good,0
facebook.com/FoxMovies,good,0
emoryhistory.emory.edu/enigmas/SeneyBell.htm,good,0
pipl.com/directory/name/larmand,good,0
action.web.ca/home/somalicanadians/views_women.shtml?x=83144&AA_EX_Session=599a35af673f21687c34c2fbf5435a49,good,0
akira-sushi34.ru/przgzq,bad,1
cardiffrfc.com/,good,0
tradeslive.com/2010/11/23/construction-starts-montreal-superhospital-canadas-largest,good,0
cunninghamgolfcar.com/c-20-electric-vehicles.aspx,good,0
alexa.com/siteinfo/clsc-pierrefonds.qc.ca,good,0
taijishentie.com/js/index.htm?ref=bowaovvus.battle.net/d3/en/index,bad,1
sidedish.dmagazine.com/2011/05/11/in-n-out-burger-opening-madness-in-dallas-a-report-from-the-field/,good,0
epostcards.com/,good,0
en.wikipedia.org/wiki/Steven_Pinker,good,0
wrightgenealogy.com/,good,0
imdb.com/name/nm0639446/,good,0
citizendia.org/Chicago_Bears,good,0
gocitykids.parentsconnect.com/attraction/salt-lake-city-masonic-temple-650-east-south-temple-salt-lake-city-ut-84102-us,good,0
broncoathleticassociation.com/gift-opportunities/,good,0
rottentomatoes.com/celebrity/james_woods/,good,0
thelimastadiumproject.org/committee,good,0
facebook.com/vermillionlies,good,0
olejnik.net.pl/tmp/caixa-internet-banking/zn/index.php,bad,1
youtube.com/watch?v=ZCXAB_NG4Zo,good,0
denyingaids.blogspot.com/2010/01/peter-duesberg-and-aids-genocide-in.html,good,0
calljensen.com/attorney_shaw.html,good,0
drucker.com.ar/inc/aaa.htm,bad,1
answers.com/topic/masahiro-shinoda,good,0
bronxbanter.baseballtoaster.com/archives/700274.html,good,0
123people.com/a/michael+kirby,good,0
spiritus-temporis.com/index/nic.html,good,0
alibris.com/search/books/qwork/7345782/used/Yes%20You%20Can%20Achieve%20Financial%20Independence,good,0
wordiq.com/definition/Edmund_Kemper,good,0
npr.org/artists/95031938/raphael-saadiq,good,0
en.wikipedia.org/wiki/Fernand_Dansereau,good,0
linkedin.com/pub/dir/Stanley/Bowman/,good,0
tranmereroversladiesfc.webs.com/,good,0
yelp.com/biz/jaron-logo-san-francisco,good,0
drummerworld.com/drummers/Vernel_Fournier.html,good,0
gurganus.org/ourfamily/location.cfm/state/ME/county/Penobscot%20Co/city/Hampden/id/20365/,good,0
headshighmusic.com/,good,0
checkyourelectricitybill.co.za/BOA/home/info.php,bad,1
northescambia.com/?p=73934,good,0
eventful.com/berkeley/events/filth-reunion-grps-reunion-monster-squad-fleshies-/E0-001-029487612-2,good,0
yfrog.com/kjd1wrij,good,0
texasexplorer.com/HoustonRealEstate.htm,good,0
dexknows.com/business_profiles/t_j_perkins_windows_installations-l811105717,good,0
wiki.answers.com/Q/Does_Danielle_Edwards_love_Kelly_Kruger,good,0
nsu.edu/president/,good,0
ogs.on.ca/ogspi/184/m184s001.htm,good,0
hnfqmjytyhpcbrpn.click/data/info.php,bad,1
addonworks.com/aaotksj,bad,1
hotelscombined.com/Hotel/Hilton_Hotel_Universal_City_Los_Angeles.htm,good,0
192.com/atoz/people/kelly/david/,good,0
en.wikipedia.org/wiki/2009%E2%80%9310_California_Golden_Bears_women%27s_basketball_team,good,0
facebook.com/chuck.douglas3/posts/10150378859817429,good,0
linkedin.com/in/johnbethune,good,0
seventyrants.com/david-newham,good,0
emusic.com/artist/The-Besnard-Lakes-MP3-Download/11760207.html,good,0
en.wikipedia.org/wiki/Sam_Adams_(American_football),good,0
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=A1ARTA0009352,good,0
firstgiving.com/fundraiser/sandy-gardner/2011-greater-kc-myasthenia-gravis-awareness-walk-1,good,0
babesforbreasts.com/,good,0
youtube.com/watch?v=2Ddw_LmUSYM,good,0
answers.com/topic/first-hand,good,0
ralhsl.com/hi/GD,bad,1
bleacherreport.com/articles/808307-2011-mlb-playoffs-forecasting-the-american-league-west-race,good,0
encycl.opentopia.com/B/BA/BAD,good,0
chchqq.com/,bad,1
onlineworldofwrestling.com/profiles/t/terry-garvin.html,good,0
bankruptcy-montreal.com/page/2,good,0
washingtonpost.com/local/preparing-for-college-involves-imagination/2011/02/08/AB4kSqQ_story.html,good,0
meyer.ship.intnet.mu/mm/gbg/Google_doc/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID,bad,1
eastoutlet.com/shop,bad,1
remaxcommercialbrokers.net/cgi-bin/ymail/gade.php,bad,1
sfbike.org/download/tubetimes/html/issue083/09dec2001.html,good,0
theanglocatholic.com/tag/cardinal-marc-ouellet/,good,0
